Chemical,Repellent_skin_YF,Repellent_cloth_YF,
"Tartaric acid, di-(beta-butoxyethyl)ester",1,N/A,
"Tartaric acid, dibutyl ester",1,N/A,
"Tartaric acid, di-(diethylene glycol butylether) ester",1,N/A,
"Tartaric acid, diethyl ester",1,N/A,
"Tartaric acid, dioctyl ester",2,N/A,
"Tartaric acid, di-iso-propyl ester",4,2,
"Tartaric acid, sorbitol ester",N/A,N/A,
Terpene fraction of Java citronella oil,1,N/A,
Terphenoylbenzoic acid,N/A,1,
o-Terphenyl,N/A,1,
m-Terphenyl,N/A,1,
p-Terphenyl,N/A,1,
"Terphenyls, isomeric, mixed",N/A,N/A,
Terpineol,N/A,2,
alpha-Terpineol,1,N/A,
beta-Terpineol,N/A,N/A,
Terpin hydrate,2,1,
Terpinolyl phenol,1,N/A,
Terpinyl methyl ethers (Terposol No. 3),1,N/A,
p-Terpinyl phenol,N/A,2,
Terpinyl propylene glycol ether,1,N/A,
Terpinyl triethylene glycol ether,4,2,
Tetrabromo-o-cresol,N/A,N/A,
Tetrabromodiphenylamine,N/A,N/A,
"2,4,2',4'-Tetrabromodiphenylamine",N/A,N/A,
s-Tetrabromoethane,2,N/A,
"1,2,3,4-Tetrachlorobenzene",N/A,2,
"1,2,4,5-Tetrachlorobenzene",N/A,1,
"1,1,1,2-Tetrachloro-2,2-bis-(p-chlorophenyl)ethane",N/A,N/A,
"1,2,3,4-Tetrachlorobutane",N/A,2,
Tetrachlorocumene,N/A,2,
"1,1,2,3-Tetrachloro-3,3-difluoropropene",1,N/A,
"2,4,2',4'-Tetrachlorodiphenylamine",N/A,N/A,
"Tetrachlorodiphenyl ether phenyl urea monosulfonic acid, sodium salt (Mitin F.F. Concentrate)",N/A,N/A,
Tetrachloroethane (Acetylene tetrachloride),N/A,N/A,
Tetrachlorethylene,N/A,N/A,
Tetra-beta-chloroethyl urea,2,N/A,
Tetrachloro-o-nitrohiphenyl,N/A,1,
"beta-2,4,6-Tetrachlorophenetole",1,1,
Tetrachlorophenol,N/A,4,
"2,3,4,6-Tetrachlorophenol",N/A,4,
"2(2(2,4,5,6-Tetrachlorophenoxy)ethoxyethyl chloride",1,N/A,
"Tetrachlorophthalic acid, ethyl hydrogen ester",N/A,1,
Tetrachlorophthalic anhydride,N/A,1,
Tetrachloroquinone,N/A,N/A,
"alpha,alpha,alpha,2-Tetrachloro-toluene",1,N/A,
"alpha,alpha,alpha,3-Tetrachlorotoluene",2,N/A,
"alpha,alpha,alpha,4-Tetrachlorotoluene",1,N/A,
"2,3,4,6-Tetrachlorotoluene",N/A,1,
n-Tetradecane,1,N/A,
"1,2-Tetradecanediol",N/A,1,
"Tetradecanoic acid, butyl ester",1,N/A,
Tetradecanol,2,N/A,
Tetradecene-1,1,N/A,
N-Tetradecyl amido chloromaleic acid,N/A,1,
N-Tetradecyl amido maleic acid,N/A,1,
"1,1,4,4-Tetraethoxy-2-butyne",N/A,1,
x-Tetraethylbenzene,N/A,1,
"4,4'-Tetraethyldiaminothiobenzophenone",N/A,1,
Tetraethylene glycol,1,N/A,
Tetraethylenepentamine,N/A,2,
Tetraethylethylene glycol,3,N/A,
Tetraethylthiuran monosulfide,1,N/A,
"2,3,4,5-Tetrahydrobenzophenone",3,N/A,
Tetrahydrofuran,N/A,N/A,
"9,10,11,15-Tetrahydro-9,10 (3',4')-furanoanthracene-12,14-dione",N/A,1,
Tetrahydrofurfural glyceryl acetal,1,N/A,
Tetrahydrofurfuryl alcohol,1,N/A,
alpha-Tetrahydrofurfuryl benzyl ether,4,N/A,
1-(2-Tetrahydrofurfuryl)butanol-1,2,N/A,
Tetrahydrofurfuryl butyl ethylene glycol ether,2,N/A,
alpha-Tetrahydrofurfuryl n-hexyl ether,2,N/A,
Tetrahydrofurfuryl terpinyl ether,1,N/A,
"Tetrahydrofuroic acid, iso-amyl ester",2,N/A,
"Tetrahydrofuroic acid, n-butyl ester",2,N/A,
"1-Tetrahydrofuryl-2,2-dimethylpropanediol-1,3",1,N/A,
"beta-Tetrahydrofurylpropionic acid, n-amyl ester",3,N/A,
Tetrahydrogerenic acid,N/A,1,
Tetrahydrogeraniol,2,N/A,
"1,2,5,6-Tetrahydro-o-methylbenzoic acid, 1,2,5,6-tetrahydro-o-methylbenzyl ester",1,N/A,
Tetrahydronaphthalene,1,N/A,
"1,2,3,4-Tetrahydro-2-naphthol",4,4,
"5,6,7,8-Tetrahydro-2-naphthol",N/A,1,
"beta-1,2,3,4-Tetrahydronaphthoxyacetaldehyde",N/A,1,
"o-(1,2,3,4-Tetrahydro-2-naphthoxy)cyclohexanol",2,N/A,
4-(1'-Tetrahydronaphthyl)butanol-1,2,N/A,
"1,2,3,4-Tetrahydro-2-naphthyl dodecyl ether",1,N/A,
"5,6,7,8-Tetrahydro-1-naphthyl dodecyl ether",1,N/A,
"beta-(1,2,3,4-Tetrahydro-1-naphthyl)ethanol",3,N/A,
"beta-(1,2,3,4-Tetrahydro-5-naphthyl)ethanol",4,2,
"Tetrahydrophthalic acid, di-n-butyl ester",1,N/A,
"Tetrahydrophthalic acid, diethyl ester",3,4,
"1,2,3,6-Tetrahydrophthalic acid, diethyl ester (cis)",1,N/A,
"Tetrahydrophthalic acid, di-iso-propyl ester",2,N/A,
"3,6-Tetrahydrophthalic acid, (ethylene glycol benzyl ether) hydrogen ester",1,N/A,
"1,2,3,6-Tetrahydrophthalic acid, methyl propyl ester (cis)",1,N/A,
"1,2,3,6-Tetrahydrophthalic acid, monoallyl ester",1,N/A,
"1,2,3,6-Tetrahydrophthalic acid, monocyclohexyl ester",2,N/A,
"1,2,3,6-Tetrahydrophthalic acid, monopropyl ester",1,N/A,
"1,2,3,6-Tetrahydrophthalic acid, monotetrahydrofurfuryl ester",1,N/A,
"1,2,3,4-Tetrahydroquinoline",N/A,1,
Tetrahydrothiophene-1-dioxide,2,N/A,
"1,1,2,2-Tetrakis (p-chlorophenyl)ethylene",N/A,N/A,
Tetralin peroxide (in tetralin),N/A,2,
alpha-Tetralol,3,4,
beta-Tetralone,N/A,3,
"beta-(alpha-Tetralyl)glycidic acid, ethyl ester",2,N/A,
"2,2,3,3-Tetramethoxybutane",1,N/A,
"N,N,N',N'-Tetramethyladipamide",N/A,1,
"2,4,7,9-Tetramethyl-1,9-decadienediol-4,7",3,N/A,
"2,4,7,9-Tetramethyldecanediol-4,7",1,N/A,
"2,4,7,9-Tetramethyl-5-decenediol-4,7",2,N/A,
"2,4,7,9-Tetramethyl-5-decynediol-4,7",N/A,4,
"N,N-Tetramethylenesuccinamic acid, n-propyl ester",2,N/A,
"N,N,N',N'-Tetramethyl-1,4-piperazinedisulfonamide",N/A,N/A,
Tetramethylthiuran disulfide,N/A,1,
Tetramethylthiuran monosulfide,N/A,1,
Tetramyibenzene,1,N/A,
"2,4,2',4'-Tetranitrodiphenyl",N/A,1,
"2,2',4,4'-Tetranitrodiphenyl disulfide",N/A,N/A,
"Tetranitro-1-trichloro-2,2-bis (p-chlorophenyl) ethane",N/A,N/A,
x-Tetra-isopropylbenzene (Alkazene 14),N/A,1,
Tetra-n-propyl ethylene glycol,N/A,1,
"Tetrathioorthocarbonic acid, tetramethyl ester",N/A,1,
"Thanite (Thiocyanoacetic acid, mixture of fenohyl and isobornyl esters)",2,N/A,
"Thialdine (5,6-Dihydro-2,4,6-trimethyl-1,3,5-dithiazine)",N/A,N/A,
Thianthrene,N/A,N/A,
"beta-(2-Thienyl)-beta-methylglycidic acid, ethyl ester",2,N/A,
"beta-(2-Thienyl)-beta-propylglycidic acid, ethyl ester",2,N/A,
Thioacetamilide,N/A,1,
Thioammelin,N/A,N/A,
N-Thiobenzoylmonopholine,N/A,1,
"2,2'-Thiobis-(4-chlorophenol)",1,N/A,
p-Thiocresol,N/A,1,
Thiocoumarin,N/A,3,
p-Thiocyanid methyl aniline,N/A,N/A,
"Thiocyanic acid, ammonium salt",N/A,1,
"Thiocyanic acid, amyibenzyl ester",1,1,
"Thiocyanic acid, benzhydryl ester",1,N/A,
"Thiocyanic acid, benzyl ester",N/A,3,
"iso-Thiocyanic acid, benzyl ester",N/A,N/A,
"Thiocyanic acid, p-bronophenyl-ester",N/A,N/A,
"Thiocyanic acid, 3-(2-cyclohexylphenoxy)propyl ester",N/A,N/A,
"Thiocyanic acid, n-decyl ester",N/A,N/A,
"Thiocyanic acid, p-di-iso-butyl-phenoxyethoxyethylester (87% purity)",2,N/A,
"Thiocyanic acid, n-dodecyl ester",N/A,N/A,
"Thiocyanic acid, n-hexadecyl ester",N/A,N/A,
"Thiocyanic acid, p-todophenyl-ester",N/A,1,
"Thiocyanic acid, lauryl ester",1,N/A,
"Thiocyanic acid, 2-methyl-1-naphthyl ester",N/A,1,
"iso-Thiocyanic acid, 2-methylnaphthyl ester",N/A,N/A,
"Thiocyanic acid, 4-methylnaphthyl-1-methyl ester",N/A,N/A,
"iso-Thiocyanic acid, 4-methylnaphthyl-1-methyl ester",N/A,1,
"Thiocyanic acid, alpha-naphthyl ester",N/A,1,
"iso-Thiocyanic acid, alpha-naphthyl methyl ester",N/A,1,
"Thiocyanic acid, n-octadecyl ester",N/A,1,
"Thiocyanic acid, n-octyl ester",N/A,N/A,
"iso-Thiocyanic acid, phenyl ester",N/A,1,
"Thiocyanic acid, n-tetradecyl ester",N/A,N/A,
"Thiocyanic acid, triglycol diester",N/A,N/A,
"Thiocyanacetic acid, chloroisobornyl ester",1,N/A,
"alpha-Thiocyanopropionic acid, dipentene monocarbitol ester",2,N/A,
"alpha-Thiocyanopropionic acid, dipentene monocarbitol ester (hydrogenated)",1,N/A,
Thiodiglycol,2,N/A,
"Thiodiglycolic acid, dibenzyl ester",1,N/A,
Thionin,N/A,1,
Thionol,N/A,1,
"Thiophosphoric acid, triphenyl ester",N/A,1,
"Thiosulfuric acid, potassium naphthylmethyl ester",N/A,N/A,
h-(alpha-Thiotoluyl)morpholine,N/A,1,
Thiourea,N/A,1,
d-beta-Tmujone,1,N/A,
Thymol,N/A,2,
Thymol iodide (Dithymol diiodide),N/A,1,
Thymyl methyl ether,N/A,1,
"Tiglic acid, benzyl ester",3,N/A,
"Tiglic acid, phenethyl ester",4,4,
Titanium dioxide,N/A,N/A,
Tolane (Diphenyl acetylene),N/A,1,
2-(2-Toloxy)ethanol,2,N/A,
2-(3-Toloxy)ethanol,2,N/A,
2-(4-Toloxy)ethanol,N/A,3,
m-Tolualdehyde,1,N/A,
Toluene,N/A,N/A,
"2,4-Toluenediamine",N/A,N/A,
o-and p-Toluene ethyl-sulfonamide (mixture),2,N/A,
o-and p-Toluene sulfonamide (mixture),N/A,1,
"p-Toluenesulfonic acid, n-butyl ester",1,N/A,
"p-Toluenesulfonic acid, beta-chlorallyl ester",1,N/A,
"p-Toluenesulfonic acid, 2-chloroethyl ester",1,N/A,
"4-Toluenesulfonic acid, 2-chlorophenyl ester",N/A,1,
"4-Toluenesulfonic acid, 4-chlorophenyl ester",N/A,1,
"p-Toluenesulfonic acid, o-cresyl ester",N/A,1,
"p-Toluenesulfonic acid, p-cresyl ester",N/A,1,
"p-Toluenesulfonic acid, diethylene glycol diester",N/A,2,
"p-Toluenesulfonic acid, diethylene glycol butyl ether ester",1,N/A,
"p-Toluenesulfonic acid, n-dodecyl ester",1,N/A,
"p-Toluenesulfonic acid, ethyl ester",1,N/A,
"p-Toluenesulfonic acid, ethylene glycol diester",N/A,1,
"p-Toluenesulfonic acid, n-hexadecyl ester",N/A,1,
"p-Toluenesulfonic acid, beta-methyl ester",N/A,1,
"p-Toluenesulfonic acid, methyl ester",2,N/A,
"p-Toluenesulfonic acid, 2-naphthyl ester",N/A,1,
"p-Toluenesulfonic acid, o-nitrophenyl ester",N/A,1,
"p-Toluenesulfonic acid, m-nitrophenyl ester",N/A,1,
"p-Toluenesulfonic acid, p-nitrophenyl ester",N/A,1,
"p-Toluenesulfonic acid, n-octadecyl ester",N/A,1,
"p-Toluenesulfonic acid, n-octyl ester",1,N/A,
"p-Toluenesulfonic acid, pentachlorophenyl ester",N/A,2,
"p-Toluenesulfonic acid, phenyl ester",N/A,1,
"p-Toluenesulfonic acid, m-tolyl ester",N/A,1,
"p-Toluenesulfonic acid, p-tolyl ester",N/A,1,
p-Toluenesulfono-o-amiside,N/A,2,
p-Toluenesulfonomethylamide,N/A,1,
p-Toluenesulfono-o-phenetide,N/A,N/A,
"p-Toluenesulfonylacetic acid, ethyl ester",1,N/A,
2-p-Toluenesulfonylcyclohexanone,N/A,1,
Toluene sulfonyl fluoride,N/A,N/A,
"alpha-Toluic acid, acetonyl ester",1,N/A,
"o-Toluic acid, benzyl ester",1,N/A,
"m-Toluic acid, benzyl ester",1,N/A,
"p-Toluic acid, benzyl ester",N/A,1,
"o-Toluic acid, ethyl ester",1,N/A,
"alpha-Toluic acid, 2-hydroxypropyl ester",2,N/A,
"o-Toluic acid, methyl ester",2,N/A,
"p-Toluic acid, methyl ester",N/A,1,
alpha-(p-Toluino)-x-tolunitrile,N/A,1,
p-Toluoyimethylphenylformamide,N/A,1,
beta(p-Toluoyl)proponic acid,N/A,1,
"o-Tolylacetic acid, benzyl ester",2,N/A,
p-Tolyl allyl sulfone,N/A,1,
m-Tolyl p-anisyl ether,1,N/A,
o-Tolyl benzyl ether,N/A,1,
p-Tolyl benzyl ether,1,N/A,
N-o-Tolylcinnamamide,N/A,N/A,
N-p-Tolylcinnamamide,N/A,N/A,
o-Tolylcyclohexanol-2,2,N/A,
2-(m-Tolyl)cyclohexanol (trans),4,4,
2(p-Tolyl)cyclohexanol (trans),N/A,4,
"p-Tolyl-alpha, alpha-dimethylol allyl sulfone",1,N/A,
beta-o-Tolyl ethanol,4,4,
p-Tolyl beta-hydroxyethyl sulfone,N/A,1,
p-Tolyllectamide,N/A,N/A,
N-o-Tolylmaleimide,N/A,N/A,
"p-Tolyloxyacetic acid, ethyl ester",2,N/A,
"3-Toloxyacetic acid, ethylene diester",N/A,1,
"4-Toloxyacetic acid, ethylene diester",N/A,1,
"beta-(o-Tolyloxy)propionic acid, methyl ester",2,N/A,
"beta-(p-Tolyloxy)propionic acid, methyl ester",1,N/A,
p-Tolyl phenyl methane,N/A,N/A,
N-o-Tolylphthalimide,N/A,N/A,
N-m-Tolylphthalimide,N/A,1,
N-p-Tolylphthalimide,N/A,N/A,
1-(o-Tolyl)-2-propanol,2,N/A,
N-p-Tolylpyromucamide,N/A,N/A,
"Toxaphene (technical chlorinated camphene, chlorine content 67-69%)",N/A,2,
Tragacanth Aleppo,N/A,N/A,
s-Trialyltrimethylenetriamine,N/A,1,
Tri-n-amylamine,N/A,1,
Triamylbenzene,1,N/A,
Tribenzylamine,N/A,3,
"2,4,6-Tribromoenisole",N/A,1,
"1-Tribromo-2,2-bis(p-bromophenyl)ethane",N/A,N/A,
"1-Tribromo-2,2-bis(p-chlorophenyl)ethane",N/A,N/A,
Tribromo-beta-naphthol,N/A,1,
"3,4,5-Tribromotoluene",N/A,1,
Tributenylamine,2,N/A,
Tributenylamine polymers,2,N/A,
"Tri-iso-butenylsuccinic acid, n-hexyl allyl ester",1,N/A,
Tri-iso-butylene glycols,2,N/A,
"1,3,5-Tricarbethoxy-2,4-dimethylpyrrolidine",1,N/A,
"Trichloroacetic acid, n-butyl ester",1,N/A,
"Trichloroacetic acid, iso-butyl ester",N/A,1,
"Trichloroacetic acid, sec-butyl ester",1,N/A,
"Trichloroacetic acid, dodecyl ester",1,N/A,
"Trichloroacetic acid, hexyl ester",1,N/A,
"Trichloroacetic acid, isobornyl ester",1,N/A,
"2,4,5-Trichloroanisole",N/A,1,
"2,4,6-Trichloroanisole",N/A,1,
Trichlorobenzene,2,1,
"1,2,4-Trichlorobenzene",N/A,1,
"1-Trichloro-2,2-bis(p-acetoxyphenyl)ethane",N/A,N/A,
"1-Trichloro-2,2-bis(p-bromophenyl)ethane",N/A,1,
"1-Trichloro-2,2-bis-(p-tert-butylphenyl)ethane",N/A,2,
"1-Trichloro-2,2-bis-(p-chlorophenyl)ethane",N/A,N/A,
"1-Trichloro-2,2-bis-(p-fluorophenyl)ethane",N/A,1,
"1-Trichloro-2,2-bis-(p-hydroxyphenyl)ethane",N/A,N/A,
"1-Trichloro-2,2-bis-(nitro-tolyl)ethane",N/A,N/A,
Trichlorobutyl alcohol,N/A,1,
Trichloro-tert-butyl alcohol (chlorotone),N/A,1,
Trichloro-tert-butyl chloride,N/A,1,
"alpha,alpha,beta-Trichlorobutyramide",N/A,2,
"alpha,alpha,gamma-Trichlorobutyramide",N/A,2,
1-Trichloro-2-(2-chlorophenyl)-2-(4-chlorophenyl)ethane,N/A,N/A,
"1-Trichloro-2-m-chlorophenyl, 2-p'-chlorophenyl ethane",N/A,N/A,
1-Trichloro-2-(p-chlorophenyl)-2-phenyl ethane,N/A,1,
Trichlorocumene,N/A,N/A,
"1-Trichloro-2,2-Cl-p-anisyl ethane",N/A,1,
"1-Trichloro-2,2-dichloro-3,3-dichloro-4,4-bis(p-chlorophenyl)butane",N/A,N/A,
"2-Trichloro-l-(2,4-dihydroxyphenyl)ethanol",N/A,1,
"1-Trichloro-2,2-diphenyl ethane",N/A,1,
x-Trichlorodiphenyl ether (a),N/A,1,
x-Trichlorodiphenyl ether (b),N/A,N/A,
"1-Trichloro-2,2-di-p-tolyl ethane",N/A,1,
Trichloroethylene,N/A,N/A,
"Trichloroethylideneacetoacetic acid, ethyl ester",N/A,4,
"Trichloroethylidenemalonic acid, diethyl ester",N/A,1,
gamma-Trichloro-'beta-hydroxy-'butyric acid (racemic),N/A,1,
N-(2-Trichloro-l-hydroxyethyl)benzamide,N/A,1,
1-Trichloro-2-hydroxy-3-nitro-pentane,1,N/A,
"h-Trichloromethyl-h-nethyl-2-chlorocyclohexadien-2,5-one",N/A,N/A,
"U-Trichloromethyl-U-methyl-cyclohexadien-2,5-one",N/A,N/A,
"h-Trichloromethyl-U-nethyl-2,6-dichlorocyclohexadien-2,5-one",N/A,N/A,
"2,U-Trichloromethyl-s-trioxane",N/A,N/A,
"Trichloroorthoacrylic acid, triethyl ester",N/A,1,
N-(5.5.5-Trichloro-2-pentyl)saccharin,N/A,1,
"2,U,5-Trichlorophenol",N/A,3,
"2,U,6-Trichlorophenol",N/A,4,
"2,J+,6-Trichlorophenoxyacetic acid",N/A,N/A,
"2-(2,U,6-Trichlorophenoxy)ethanol",N/A,2,
"2,U,5-Trichlorophenyl allyl ether",1,N/A,
Tri-(p-chlorophenyl)thiocyanomethane,N/A,1,
Trichloropropane,1,N/A,
"alpha, alpha, beta-Trichloropropionamide",N/A,4,
alpha-Trichloro-toluene,N/A,1,
"3,U,6-Trichloro-alpha-(2,3,5-trichloro-6-methoxyphenyl)-o-cresol",N/A,1,
"2,U,6-Trichloro-3,5-xylenol",N/A,1,
"Tricyclo-(4,0,3,1^2,5)decanol-4",N/A,2,
"Tricyclo-(4,0,3,1^2,5)decanone-4",1,N/A,
"Tricyclo-(4,0,3,1^2,5)decene-g-ol-4 (exo)",N/A,3,
"Tricyclo-(4,0,3,1^2,5)decene-g-one-4 (exo)",1,N/A,
Tridecene-6,N/A,1,
Tridecylic acid,N/A,1,
Tri-(dimethylaminomethyl) phenol,4,N/A,
Triethanolamine,1,N/A,
"1,1,3-Triethoxybutane",1,N/A,
"2,4,6-Triethylacetophenone",2,N/A,
Tri-(ethylaminomethyl)phenol,4,N/A,
Triethylbenzaldehyde,1,N/A,
"1,3,5-Triethylbenzene",1,N/A,
Triethylene glycol,1,N/A,
Tri-(3-ethyl-3-methylpentinyl-1)carbinol,1,N/A,
"2,4,6-Triethylphenylacetonitrile",1,N/A,
Triethyl pyrogallol ether,N/A,1,
s-Triethyltrimethylenetriamine,N/A,1,
m-Trifluoromethylphenylelycine,N/A,1,
"m-Trifluoromethylphenylelycine, methyl ester",N/A,1,
"m-Trifluoromethylphenylelycine, propyl ester",N/A,N/A,
Tri-(hydroxymethyl)amino-methane,N/A,N/A,
Tri-(hydroxymethyl)nitro-methane,N/A,N/A,
Trimesic acid,N/A,1,
"2,3,4-Trimethoxyacetophenone",2,N/A,
"1,3,5-Triethoxyhexane",1,N/A,
Trimethylacetic acid,N/A,N/A,
"Trimethylacetic acid, 3-butyne-1-ol ester",1,N/A,
"Trimethylacetic acid, 2,2-dimethoxybutyl ester",N/A,N/A,
"2,4,6-Trimethylbenzoic acid, butyl ester",1,N/A,
"2,4,6-Trimethylbenzoic acid, beta-chloroethyl ester",1,N/A,
"2,6,6-Trimethyl-2,3-bicyclo-(3,1,1)heptanediol",4,N/A,
"3,3,5-Trimethylcyclohexanol-1",1,2,
Trimethylcyclohexanone glyceryl acetal,2,N/A,
"3,3,5-Trimethylcyclohexyl diethylene glycol monoether",2,N/A,
"3,3,5-Trimethylcyclohexyl dipropylene glycol monoether",4,4,
"5-(2',2',6'-Trimethylcyclohexyl)-3-methylpentanoic acid",1,N/A,
"3,3,5-Trimethylcyclohexyl propylene glycol monoether",4,3,
Trimethylene glycol,1,N/A,
Trimethylene glycol bis-(beta-cyanothyl) ether,1,N/A,
"Trimethylenemalonic acid, diethyl ester",1,N/A,
"alpha,beta,beta-Trimethylglycidic acid, amyl ester",2,N/A,
"alpha,beta,beta-Trimethylglycidic acid, benzyl ester",1,N/A,
"alpha,beta,beta-Trimethylglycidic acid, propyl ester",1,N/A,
"2,4,4-Trimethyl-3,5-heptanediol",4,N/A,
"3,3,5-Trimethyl-2,4-hexenediol",4,4,
"2,2,5-Trimethyl-5-nitro-m-dioxane",N/A,1,
"2,4,8-Trimethyl-4,6-nonanediol",2,N/A,
"2,4,7-Trimethylnonene-2-yne-5-diol-4,7",2,N/A,
"3,6,8-Trimethyl-4-nonanediol-3,6",4,4,
"2,4,4-Trimethyl-3,5-octanediol",4,N/A,
"2,5,7-Trimethyl-3-octanediol",3,N/A,
"2,5,7-Trimethyl-3-octanediol-2,5",4,4,
"2,2,4-Trimethyl-1,3-pentanediol",N/A,4,
"2,4,4-Trimethyl-1,2-pentanediol and 2,4,4-trimethyl-2,3-pentanediol (mixture)",2,N/A,
Trimethylpyruvic acid,N/A,1,
"Trimethylpyruvic acid, ethyl ester",1,N/A,
"2,4,6-Trimethyl-1,2,5,6-tetrahydrobenzaldehyde",N/A,1,
"2,4,6-Trimethyl-1,2,5,6-tetrahydrobenzaldehyde (aerated)",2,1,
"2,4,6-Trimethyl-1,2,5,6-tetrahydrobenzaldehyde ozime",1,N/A,
Trimethyl triethyl benzene,N/A,N/A,
Trimethyl tri-iso-propyl benzene,N/A,N/A,
"2,4,6-Tri-(morpholinomethyl) phenol",N/A,3,
"1,3,5-Trinitrobenzene",N/A,N/A,
"2,4,6-Trinitro-1,3-dimethyl-5-tert-butylbenzene",N/A,N/A,
"2,2,4'-Trinitrodiphenylamine",N/A,N/A,
"2,4,6-Trinitrophenylhydrazine",N/A,1,
"2,4,6-Trinitroresorcinol",N/A,1,
"2,4,6-Trinitrostilbene",N/A,1,
Trioxymethylene (or: paraformaldehyde),N/A,1,
Triphenylacetic acid,N/A,N/A,
"1,3,5-Triphenylbenzene",N/A,N/A,
Triphenyl carbinol,N/A,N/A,
"Triphenyl-3,4-dichlorophenyl phosphonium chloride (Eulan NK)",N/A,N/A,
"1,1,2-Triphenylethane",N/A,1,
"2,4,6-Tri-(alpha-phenylethyl) phenol",1,N/A,
Triphenylguanidine,2,N/A,
Triphenylmethane,N/A,N/A,
Tri-iso-propanolamine,1,N/A,
Tri-iso-propylbenzaldehyde,1,N/A,
"2,4,6-Tri-iso-propylbenzonitrile",2,N/A,
Tri-iso-propylbiphenyl,N/A,1,
"x,x,x-Tri-iso-propylchlorobenzene",1,N/A,
Tri-iso-propylnaphthalene,1,N/A,
"2,4,6-Tri-iso-propylphenol",2,N/A,
"Tripterygium wilfordii, crystalline alkaloid",N/A,N/A,
"Trithioorthoformic acid, triethyl ester",N/A,N/A,
Triton 720 (Sodium salt of aryl alkyl polyether sulfonate),N/A,N/A,
Triton 770 (Sodium salt of aryl alkyl polyether sulfate),N/A,N/A,
Triton 773 (Sodium salt of aryl alkyl polyether sulfate),N/A,N/A,
Triton 1339 (Alkyl aryl polyether alcohol),N/A,N/A,
Triton B-1956 (Polyglyceride of a glyptal resin),N/A,N/A,
Triton K-60 (Cetyl dimethyl benzyl ammonium chloride),N/A,N/A,
Triton N.E. (Polyethylene glycol alkyl aryl ether),N/A,N/A,
Triton W-30 (Sodium salt of aryl alkyl ether sulfonate),N/A,N/A,
Triton X-100 (mono-iso-octyl phenyl polyethylene glycol ether),N/A,N/A,
Triton X-155 (Polyalkyl aryl polyether alcohol),N/A,N/A,
"dl-Tropic acid, ethyl ester",4,N/A,
"dl-Tropic acid, methyl ester",1,N/A,
"dl-Tropic acid, n-propyl ester",2,N/A,
"dl-Tropic acid, iso-propyl ester",3,N/A,
Turpentine,N/A,N/A,
"Turpentine, hydrogenated",N/A,1,
Tween 20 (Polyoxyalkylene derivative of sorbitan monolaurate),1,N/A,
"Tween 40 (Sorbitan mono-palmitate, polyoxyalkylene derivative)",N/A,N/A,
Tween 60 (Polyoxyalkylene derivative of sorbitan monostearate),N/A,N/A,
"Tween 61 (Sorbitan monostearate, polyoxyalkylene derivative)",N/A,N/A,
Tween 80 (Sorbitan monooleate polyoxyalkylene derivative),1,N/A,
Tween 81 (Sorbitan monooleate polyoxyalkylene derivative),N/A,N/A,
Tween 85 (Sorbitan trioleate polyoxyalkylene derivative),N/A,N/A,
Tween 86 (Sorbitan trioleate polyoxyalkylene derivative),N/A,N/A,
levo-Tyrosine,N/A,N/A,
Ultra-wet (Alkylated monosodium benzene sulfonate),N/A,N/A,
Undecalactone,N/A,4,
"1,2-Undecandiol",N/A,2,
"4,6-Undecanediol",N/A,3,
n-Undecyl alcohol,1,1,
2-Undecylbenzothiazole,1,N/A,
Undecyl chloride,1,N/A,
Undecylenaldehyde,1,N/A,
Undecylenic acid,4,4,
Undecylenic acid (pure),4,4,
Undecylenic acid (head fraction #1),N/A,2,
Undecylenic acid (head fraction #2),N/A,1,
Undecylenic acid (head fraction #3),N/A,3,
Undecylenic acid (tail fraction),N/A,1,
Undecylenic acid dimethylethynyl carbinyl ester,1,N/A,
"Undecylenic acid, ethyl ester",1,N/A,
"Undecylenic acid, beta-hydroxy-beta1-chlorodiethylether ester",2,N/A,
"Undecylenic acid, methyl ester",2,N/A,
"Undecylenic acid, tetrahydrofurfuryl ester",1,N/A,
"10,11-Undecylenol-1",N/A,1,
n-Undecylic acid,4,4,
"Undecylic acid, ethyl ester",1,N/A,
2-Undecylimidazoline,N/A,2,
Urea,N/A,1,
Urea stibamine (urea derivative of p-aminophenylstibinic acid),N/A,N/A,
Ursolic acid,N/A,1,
n-Valeraldehyde glyceryl acetal,3,4,
iso-Valermilide,N/A,1,
Valeric acid,N/A,1,
"Valeric acid, ammonium salt",N/A,1,
"Valeric acid, amyl ester",1,N/A,
"iso-Valeric acid, iso-amyl ester",1,N/A,
"Valeric acid, benzyl ester",1,N/A,
"iso-Valeric acid, benzyl ester",2,N/A,
"iso-Valeric acid, bornyl ester",1,N/A,
"Valeric acid, 1,4-butanediol diester",2,N/A,
"Valeric acid, 1,4-butanediol monester",3,N/A,
"iso-Valeric acid, tert-butyl ester",1,N/A,
"n-Valeric acid, chloromethyl ester",N/A,1,
"Valeric acid, cyclohexyl ester",1,1,
"iso-Valeric acid, dodecyl ester (impure)",2,N/A,
"Valeric acid, ethyl ester",1,N/A,
"Valeric acid, ethylene glycol monoseter",1,2,
"n-Valeric acid, 2-heptyl ester",1,N/A,
"Valeric acid, 2-hexyl ester",1,N/A,
"iso-Valeric acid, lauryl ester",1,N/A,
"n-Valeric acid, sec-octyl ester",2,N/A,
"iso-Valeric acid, pentamethylene diester",3,N/A,
